word,synonyms
آزر(فلان فلانا),"['عَاوَنه', 'سَاعَدَه', 'قَوَّىه']"
انماث,['اِخْتَلَطَ']
انغرس,['أُثْبِتَفي الأرْضِ']
انغرز,"['ثَبُتَ', 'رَسَخَ']"
أنكر(الشيء),"['جَهِلَ', 'نَفَى']"
غلب(ه),"['بَزَّه', 'سَلَبَه', 'حَبَسَه']"
تطييب,"['تَحْسِين', 'تَزيِين', 'تَحْسِين']"
جموح,"['تَمَرُّد', 'هَيَجَان', 'نُفُور']"
جمود,"['سُكُوت', 'هُدُوء']"
تقبّل,['رَضِيَ']
دارس-من الآثار-,"['مُندَثِر', 'مَمْحِيّ']"
كثيرة العشب,['بَرْشَاءُمن السِنِين']
أولت(ه)حقّ(ه),['نَقَصَه']
حطّ-الشيء-,['تَرَكَ']
أحصى,"['جَرَدَ', 'عَدَّ']"
انفساخ,"['اِتِّسَاع', 'اِنْشِرَاح']"
قنط,"['أَيِسَ', 'يَئِسَ']"
أطفأ,['أَخْمَدَ']
حشمة,['حَيَاء']
قنع,"['رَضِيَ', 'قَبِلَ']"
أثم,"['أَذْنَبَ', 'أَخْطَأَ', 'أَجْزَمَ']"
ارعوى,"['اِنْصَرَفَ', 'اِمْتَنَعَ']"
تعرقل,"['تَشَوُّش', 'تَعَسُّر']"
أهقى,['أَفْسَدَ']
ضخم,"['بَدَّنَ', 'سَمِنَ', 'شَاخَ']"
أفّك,['كَذَّبَ']
ادّخر,"['اِكْتَنَزَالمالَ', 'جَمَعَ']"
قدرة,['تَمَكُّن']
ّشرّ,"['سُوء', 'فَسَاد']"
ثقل-الأكل-,['تَخَم']
تقبّض,"['جَعُدَ', 'اِلْتَوَى']"
تكاره,"['تَبَاغُض', 'بُغْض']"
بدّة,"['حَاجَة', 'طَاقَة', 'قُوّة']"
بدّد,"['شَتَّتَ', 'فَرَقَ']"
اكتأب,"['حَزِنَ', 'اِغْتَمَّ']"
أكرى,['أَجَّرَ']
استأنس(به),"['أَلِفَالأمر أو المكان', 'تَعَوَّدَ']"
أكرم,"['حَفِيَ', 'سُرَّ', 'حَفِلَ']"
أكره,['أَجْبَرَ']
مزّق,['خَرَّقَ']
كثير الخير,"['خَيِّر', 'كَرِيم']"
قبّح,"['شَانَ', 'عَابَ', 'شَوَّهَ']"
إنامة,['إِرْقَاد']
رائد,"['مُتَقَدِّم', 'مُمَهِّد']"
رائح,"['ذَاهِب', 'عَائِدمَسَاءً']"
لعن(هم),['بَاهَلَالقَومَ']
قبّل,"['بَاسَ', 'خَشُنَ']"
رغّب,"['دَعَى', 'سَاقَ']"
حتّ,['سَقَطَ']
نأى,['بَعُدَ']
نأي,"['بُعْد', 'اِتِّسَاعالمَسَافَة', 'رَأيعَمِيق']"
أكرش,['عَظِيمالبطن']
قول : الله أكبر,"['تَكْبِير', 'تَضْخِيم', 'تَعْظِيم']"
تنفيس,['تَرْفِيه']
تنفيذ,"['إِجْرَاء', 'قَضَاء']"
أقبل(على الشيء),['أَتَىإِلَيهِ']
قصّر,['حَفَا']
شزّب,"['ضَمَّرَ', 'هَزَّلَ']"
سآمة,"['مَلَل', 'ضَجَر']"
تخمة,"['بَشَم', 'ضَجَر', 'مَلَل']"
بيّوت,['بَائِت']
مناصرة,"['تَأْييد', 'تَقْوِية', 'مُؤَازَرَة']"
اختفى(نوره),['اِمْتَحَقَالقمر']
أصالة,['جَوْدَة']
بدّل,"['غَيَّرَ', 'اِسْتَعَاضَ بِآخَر']"
بدّن,"['ضَخُمَ', 'سَمِنَ', 'شَاخَ']"
اعتدى,"['بَغَى', 'ظَلَمَ', 'كَذَبَ']"
تواثب,"['تَهَارُش', 'تَقَاتُل']"
اعتدل,"['أَسْوَى', 'اِسْتَقَامَ']"
مادّ,"['بَاسِط', 'نَاشِر']"
أنقى(الشيء),"['نَظَّفَ', 'اِخْتَارَ']"
خاصم,"['نَازَعَ', 'جَادَلَ', 'عَادَى']"
انتسأ,"['تَأَخَّرَ', 'تَبَاعَدَ']"
كثيرة الأولاد,['بَزْرَاءُمن النِّسَاءِ']
أنظف,"['أَوْضَأَ', 'أَحْسَن']"
توقّر,"['رَزَانَة', 'حِلْم']"
انمحق,"['بَطُلَ', 'اِضْمَحَلَّ', 'اَمَّحَى']"
توقّع,"['اِنْتَظَرَوُقُوعَه', 'تَرَقَّبَ']"
عدم الإجادة,['تَوَرُّه']
توقّد,['تَوَهَّجَ']
تمكّث,"['تَوَقُّف', 'اِنْتِظَار', 'اِمْتِنَاع']"
أكّب(على العمل),"['أَقْبَلَعَلَيهِ', 'لَزِمَه']"
توسيخ,['تَقْذِير']
أمضّ(ه) الأمر,"['آلَمَه', 'صَعُبَعَلَيْه']"
حماقة,"['فَسَادُالعَقْلِ', 'غَبَاء']"
سهّل(ها),"['بَرَسَالأَرِضَ', 'لَيَّنَها']"
استذكر,['تَذَكَّرَ']
توسيع,['إِفْسَاح']
محاكاة,"['بَوَى', 'تَقْلِيد', 'أَلَم']"
توقّي,"['حَذَر', 'تَنَبُّه']"
توقّى,"['حَذِرَ', 'خَافَ', 'اِحْتَرَسَ']"
أسخن,['دَفَّأَ']
أنظر,"['َأمْهَلَ', 'َأَجَّلَ']"
زكّة,"['غَضَب', 'حُزْن']"
أفسد(ه),['أَقْنَأَ الشَيء']
متكبر,"['بَاذِخ', 'مُفَاخِر', 'عَالِي']"
ترجيب,['تَخْوِيف']
تليع,['أَعْنَق']
تسويد,"['تَسْخِيم', 'فَسَاد', 'إِنْتَان']"
اقتناء,"['إِفَادَة', 'إِعْطَاء', 'كَسْب']"
أمسأ,['َأفْسَدَ']
ظلمات,['دَيَاجِي']
حلّى,"['زَيَّنَ', 'جَمَّلَ', 'حَسَّنَ']"
أولع,"['اِسْتَهْتَرَ', 'لَم يُبَالِ']"
انهدّ,"['اِنْهَدَمَ', 'سَقَطَ']"
أمسح,['كَذَاب']
حلّق,"['اِرْتَفَعَ', 'اِسْتَدَارفي السَمَاءِ', 'حَوَّمَ']"
أقزم,['حَدِيث']
انهدن,"['فَتَرَ', 'ضَعُفَ']"
انهدم,"['سَقَطَ', 'اِنْهَدَّ']"
غلّة,"['إِيرَاد', 'دَخْل', 'رَيْع']"
انتسع-ت-(الماشية),['تَفَرَّقَتفي مَرَاعِيهَا']
أغلق,['سَدَّ']
زّلل,['اِنْزِلاَق']
انطفاء,['خُمُود']
اضطراب,"['زَعَج', 'قَلَق']"
توضيح,"['تَفْسِير', 'شَرْح']"
أهذب,['أَسْرَعَ']
تجنب,"['تَحَشُّم', 'اِسْتِحْيَاء']"
مجنون,"['أَهْوَس', 'نَهِم', 'أَكُول']"
ثبّط,['أَضْعَفَ']
اضطرام,"['إشْعَال', 'اِتِّقَاد']"
عطشان,['بَغِر']
أغلب,['أَكْثَر']
ممشوق,"['سَيْفَان', 'طَوِيل']"
أمسك,"['بَخَلَ', 'لميُعْطِ', 'مَنَعَ']"
اهتلال,"['تَلأْلُؤ', 'إِشْرَاق', 'اِشْتِدَاد']"
أولف,['غَطّى']
التكريم,"['اِحْتِفاء', 'خَلْعُ النَعْلَين']"
أشراف,"['أَمَاثِلُالناسِ', 'نُبَلاَءُ']"
تبهّج-به-,"['سُرَّبِهِ', 'فَرِحَبِهِ']"
وقف-حاجزا-,['حَالَبَينَ شَيْئَين']
شديد-الحرّ-,['شَامِس']
دوّى,['اِهْتَفَّالصَوْتُ']
امتسى,['عَطِشَ']
أثبت(في الأرض),['اِنْغَرَسَ']
ابتعد ( عنهم ),['اِعْتَزَلَ  النَاسَ ']
فطر,['اِصْطَبَحَ']
بؤوح,['مُظْهِرمَا في صَدْرِهِ']
فطن,"['زَكِن', 'ذَكِيّ']"
فطم,['أَفْطَمَ']
ملتهب,"['أَجّاج', 'مضطرم']"
زعج,"['قَلَق', 'اِضْطِرَابَ']"
انكشف,"['حَسَرَ', 'كَشَفَ', 'تَعِبَ']"
أثّم,['خَطَّأَ']
أثّل,['نَمَّا']
انهداد,"['اِنْهِدَام', 'سُقُوط']"
أمضح(عرضه),['عَابَه']
أبيّ,"['أَنُوف', 'مُتَنَزِّه', 'مُتَرَفِع']"
ما يسقى,['سَقِيٌمن الأرض']
استوطن,"['سَكَنَ', 'أَقَامَ']"
خلى-ت-(من الغيم),"['اِنْقَشَطَتالسَمَاء', 'صَفَىت']"
مثل,['شَبِيه']
مواظبة,"['إِلْحَاح', 'إِصْرَار']"
بتّت,['قَطَّعَ']
عمران,['بُنْيَان']
احتياج,['اِفْتِقَار']
أخلاط,"['أَوْبَاش', 'سَّفَلة']"
تحرّى-عنه-,['بَحَثَعَنْه']
ملساء,['جَمَّاءُ']
بجاجة(من الناس),"['رَدِيءمنهم', 'حَقَير']"
عفّة,['تَعَفُّف']
انسرى,"['اِنْكَشَفَ', 'زَالَ']"
اقتصد(في النفقة),['تَوَسَطَالإسراف والتقتير']
حزنة,['غَلِيظ']
مبعوث,"['بَعِيث', 'رَسُول', 'جَيش']"
أبيح,"['حَلَّ', 'جَازَ']"
ثناء,['مَدْح']
اخضرار,"['إِخْضَاب', 'إِيرَاق']"
إسبال,"['إِرْخَاء', 'إِسَدَال']"
عذب,"['سَلْسَال', 'صَافِي']"
عاصي,"['بَاغِي', 'ظَالِم', 'طَالِب']"
سفاسف,"['رَدِيء', 'حَقِير']"
تعظّم,['تَمَجَّدَ']
أعتق,"['سَيَّبَالعَبْدَ', 'حَرَّرَ']"
تهلّل(الوجه),"['بَشّ', 'إِشْرَاقه']"
دجّال,['كذَّاب']
ذو الجهل,"['جَاهِل', 'سَفِيه', 'أَحْمَق']"
إرطام,['سُكُوت']
مرأة,['أُنْثَى']
انصب,"['اِنْقَضَّ', 'اِنْدَفَعَ', 'سَقَطَ']"
طالب,"['بَاغِي', 'ظَالِم', 'عَاصِي']"
مصادفة,"['اِلْتِقَاء', 'رُؤيَة', 'لِقَاء']"
طالع,"['شَاخِص', 'مُرْتَفِع', 'ذَاهِب']"
إبلام,['سُكوت']
إبلال,"['شِفاء', 'بُرْء']"
تبسّم,['اِبْتِسَامَ']
تهاون,['اِسْتَخَفَّ']
إبلاس,"['يَأْس', 'قُنوط']"
تحدّر,"['هُبُوط', 'نُزُول']"
وقار,"['زَمَاتَة', 'رَزَانَة', 'رَصانَة']"
تهديم,"['نَقْض', 'هَدّ', 'إِسْقَاط']"
إبلاد,['مُلاَزِمَة البَلَد']
تحدّث,"['تَكَلُّم', 'نُطْق']"
أتبع,"['تَنَضَّى', 'أَضْعَفَ', 'هَزَّلَ']"
أمطيّ,"['مُسْتَوي القَامَة', 'طَويلُها']"
أتمّ,"['تَمَّمَ', 'كَمَّلَ']"
إقحاط,['إِجْدَاب']
حلّق-الوعاء-,['اِمْتَلأَ']
ماقت,"['بَاغِض', 'كَارِه']"
ضمر-بطنه-,"['اِنْهَقَعَ', 'جَاعَ']"
اجتمع القوم للتكريم,['اِحْتَفَلَ القَومُ']
تحيير,"['بَهْر', 'إِدْهَاش', 'إِنَارَة']"
بيان,"['تَجَلِّي', 'ظُهُور']"
انسلى(عنه الغمّ),"['اِنْكَشَفَ', 'زَالَ']"
رطيب,"['نَاعِم', 'لَيِّن']"
ادّكّار,['تَذَكُّر']
إرباس,"['مُعَادَاة', 'مُعَارَضَة']"
بهاء,"['حُسْن', 'جَمَال']"
صبور,"['حَلِيم', 'ذُو حِلْم']"
خلوّ,['فَرَاغ']
صّحوة,['اِسْتِيقَاظ']
رثيّة,"['ضُعْف', 'حُمْق', 'غَبَاوَة']"
خلود,"['دَوَام', 'بَقَاء']"
خلوص,['اِنْتِهَاء']
مخفق,"['رَاسِب', 'سَاقِط']"
زوابع,"['دَوَاهِي', 'مُصَاب']"
انقراض,['فَنَاء']
مخفي,"['سَاتِر', 'مُغَطِّي', 'حَاجِب']"
إبّاح,"['تَحْلِيل', 'تَفْسِير', 'إِجَّاز']"
مصاب,"['زَوَابِع', 'دَوَاهِي']"
حضيض,['سَافِل']
انزعاج,"['قَلَق', 'تَضَايُق']"
أبغض,"['حَقَدَ', 'عَادَى', 'نَقَمَ']"
أسهل,['أَيْسَر']
حجأ,"['ضَنَّ', 'بَخِلَ']"
حجء,"['فَرَح', 'لُجُوء', 'بُخْل']"
حجا,['كَتَمَ']
أكسى,['أَلْبَسَ']
دار البقاء,['آخِرَة']
تجمّد,"['جَمُدَ', 'تَصَلَّبَ']"
تكريم,"['تَعْظِيم', 'تَبْجِيل']"
حجر,"['أَوْكَح', 'صَلْب', 'تُرَاب']"
تناسب,"['تَوافُق', 'تَشَاكُل']"
بزمة,['شِدَّة']
إسواء,"['اِسْتِقَامَة', 'اِعْتِدَال']"
تألّق,"['لَمَعَان', 'إِضَاءَة']"
أعجل(ه),['أَوْفَزَه']
طرفا النهار,['بَرْدَان']
أغرم(به),['أُكْلِفَبه']
أكسب,['أَرْبَحَ']
شدّة -الحرّ-,['بَاحُورَاء']
أهكاء,"['مُتَحَيِّرون', 'مَذْهُولون']"
تألّب,['تَجَمُّع']
تناسى,['تَكَّلَفَ النِسْيَانَ']
تناسق,['اِنْتِظَام']
أبغى,['طَلَبَ']
انزعاق,['خَوْف']
بات-عنده-,['نَزَلَ']
أسهب,['أَطَالَ']
أوّاب,['تَائِب']
تّرحال,['كَثْرَة الرَحِيل']
مبتلى,"['بَائِس', 'فَقِير']"
تعافى,"['بَرِئَ', 'شُفِيَ']"
إفك,"['كَذِب', 'إِثْم', 'ذَّنْب']"
تمدّد,"['تَمَطُّط', 'اِنْبِسَاط']"
لم يتمّ-ه-,['أَنْهَأَالأَمْرَ']
أفشى(السر),['بَاحَ']
مرتجل,['بَدِيه']
امتحق(القمر),['اِخْتَفىنوره']
استحياء,"['خَجَل', 'اِحْتِشَام']"
انكشح(القوم),"['ذَهَبَوا', 'تَفَرَّقَوا']"
رّبح,['اِكْتِسَاب']
تبدين,"['ضَخَامَة', 'سمَانَة', 'شَيْخُوخَة']"
تجالع(القوم),"['تَنَازَعَوا', 'تَشَاتَموا']"
تبديل,"['تَغْيِير', 'تَحْوِيل']"
جميلة,['حَسْنَاء']
أوقع(ه),['أَسْقَطَه']
خصّص,"['خَصَّ', 'آثَرَ', 'فَضَّلَ']"
بشيش,"['بَشَاشَة', 'وَجْه']"
بشير,['نَاقِلالخَبر المُفْرِح']
خبّأ,"['سَتَرَ', 'أَخْفَى']"
ذو-الرحمة-,"['رَحِيم', 'غَفُور']"
اسودّ,['سَحِمَ']
تبديد,['تَفْرِيق']
تمدّن,['تَحَضُّر']
كتم(ه),"['خَفَىالشَيءَ', 'أَظْهَرَه', 'سَتَرَه']"
التّف,"['تَلَفْلَفَ', 'اِشْتَمَلَ']"
جزل(من الكلام),"['فَصِيح', 'مَتِين']"
خاطئ,"['مُذْنِب', 'بَعِيدعَنِ الصَوَاب']"
داجن,['ألِيف']
إشقاء,['إِتْعاس']
اغلق,"['اِنْسَدَّ', 'سُدَّ']"
بكر(من الفتيات),['عَذِرَاء']
ماحل,"['جَدِيب', 'يَابِس']"
تلوين,"['خَضْب', 'صَبْغ']"
رخيص,"['زَهِيد', 'قَلِيل', 'هَابِط']"
زوّد,['َأَزَادَ']
انمرط-الشعر-,['تَسَاقَطَ']
زوّر,['زَيَّنَالكَذِب']
صبر,"['حِلْم', 'أَنَاة', 'عَقْل']"
قضى,"['حَكَمَ', 'فَصَلَ']"
صبغ,"['خَضْب', 'تَلْوِين']"
طمع,"['جَشِعَ', 'حَرَصَ']"
أمرغ,"['مُتَدَنِّس', 'مَاجِن', 'فَاجِر']"
والد (الأب أو الأم),"['جَدّ', 'قَطْع', 'عَظَمَة']"
أهزل,['أَضْعَفَ']
أمرض,['أَعْيَا']
أهزق,['ضَحِكَ ضَحْكَا شَدِيدًا']
مرتفع,['شَاهِق']
متلطّخ,"['دَنِس', 'مُتَّسِخ']"
أمرة,"['أَمْر', 'زِيَادَة', 'نَمَاء']"
تخم,['ثَقُلَعَلَيهِ الأَكْل']
غفور,"['رَحِيم', 'ذُوالرَحْمَة']"
كفّ,"['تَوَقَّفَ', 'اِمْتَنَعَ']"
أكثر-إضاءة-,"['أَنْيَر', 'أَوْضَح']"
افتأل,['تَفَائَلَ']
صعود,['تَصَاعُد']
تعصب,"['تَزَمَّتَ', 'تَشَدَّدَ', 'رَصُنَ']"
بكّت,"['وَبَّخَ', 'أَسْكَتَ']"
انكسف-ت-(الشمس),['اِحْتَجَبَت']
بكّر,['بَكَرَ']
توثّق,"['تَوَطَّدَ', 'تَثَبَّتَ', 'تَقَوَّى']"
فلاحة,"['حَرْث', 'زَرْع', 'كَسْب']"
تخلّصّ,"['اِنْفَلَتَ', 'نَجَا']"
أوبق(ه),"['أَهْلَكَه', 'أَمَاتَه', 'حَبَسَه']"
فقدان,"['خَسَارَة', 'تَضْيِيع']"
تدفّق,"['جَاشَ', 'جَرَى', 'هَاجَ']"
أجنبيّ,['غَريب']
قليل(الحظّ),"['أَوْكَس', 'أَنْقَص', 'خَسِيس']"
عذراء,['بِكْرُمن الفَتَيات']
قضا,"['أَنْجَحَ', 'وَفَّقَ']"
فاسد,"['شَرِّير', 'مُؤْذِي']"
صبّ,['سَجَّمَ']
وزن,['زِنَة']
نقيصة,"['دَنِيئَة', 'عَيْب']"
اكتص(القوم),"['اِزْدَحَمَ', 'اِجْتَمَعَ']"
خيّالة,['فُرْسَان']
أزاد,['زَوَّدَ']
أربس,"['عَادَى', 'عَارَضَ']"
اندال,['اِنْتَقَلَمن مكَان لآخَر']
أصاغر,"['أَذْلاَلُ', 'أَوَاخِرُ']"
انقهال,['سُقُوطضَعْفَا']
انحناء-عليه-,"['اِنْكِفَاءٌعن الشيء', 'مَيْلٌإِلَيْهِ']"
حيرة,['تَرَدُّد']
تجهّز,"['تَحَضَّرَ', 'اِسْتَعَدَّ', 'تَهَيَّأَ']"
بيّن(ه),"['بَلْوَرَالأمر', 'أَوْضَحَه']"
إلاف,['عَهْد']
رسّخ,['ثَبَّتَ']
ألغى,['أَبْطَلَ']
انضمام,"['تَلاَحُم', 'تَقَاتُل']"
عزّى(بعضهم بعضا),"['تَآسَىالقومُ', 'تَصَبَّرَوا']"
خلاعة,"['تَهَتُّك', 'مُجُون', 'فُجُور']"
تجهّم,['قَطَّبَ']
أحجم,"['تَأَزَى', 'نَكَصَ', 'تَرَاجَعَ']"
جدوب,"['مَاحِل', 'يَابِس']"
داهية,"['بَاقِعَةٌمن الرِجَالِ', 'شَدِيد  الذَكَاء']"
سّتر,['حِجَاب']
جاور,['صَارَجَارًا']
أزال,"['حَوَّلَ', 'نَقَلَ']"
ضلّ-عنها-,['تَاهَعنِ الطَرِيق']
بتيل(من النساء),['عَذْرَاء']
اهتال,['خَافَ']
اهتاف,['عَطَش']
سمن(ت),['أَقْمَأَت الماشِيَة']
أبلّ,"['أَبْرَأَ', 'أَشَفى']"
تخلّى-عنه-,['تَرَكَه']
إخضاب,"['اِخْضِرَار', 'إِيرَاق']"
اختصم,"['تَنازَعَ', 'اِخْتَلَفَ']"
أضبّ ( الشيء ),['أَخْفَى']
سالخ,['فَاصِل']
أبلم,['سَكَتَ']
أبله,"['غَبِي', 'أحْمَق']"
علوّ,"['شَرَف', 'مَجْد', 'عِزَّة']"
اكتتام(الحديث),"['كِتْمَانُ', 'إِخْفَاءُ']"
أنف-حميّ-,['أَنْفٌأَبِيّ']
محل,"['جَدَبَ', 'يَبِسَ']"
متمنّي,"['آمِل', 'رَاجي', 'مُتَرَقِّب']"
بكيم,"['أَبْكَم', 'أَخْرَس']"
إحزان,"['إِكْمَاد', 'إِغْمَام']"
انتشر(الخبر),['ذَاعَ']
أبابيل (من الطير),['مُجْتَمِّعة']
جبر,['أَصْلَحَ']
صبّ(ه),['بَعَّالمَاء']
انأطر,"['اِعْوَجَ', 'اِنْثَنَى']"
رفعة,"['سَنَاء', 'ضَوْء', 'عُلُوّ']"
جبل,"['خَلْق', 'طَّبْع', 'خَلْط بِالمَاء']"
لّبس,['اِكْتِسَاء']
اهترش-ت-الكلاب,"['ثَارَت', 'تَقَاتَلَت']"
اطمأنّ (إليه),"['سَكَنَ', 'اِرْتَاحَ']"
إخضال,"['اِبْتِلاَل', 'نَّدَاوة']"
جفّف(ه),['أَيْبَسَالشَيء']
أبلغ,"['أَنْهَى', 'أَتَمَّ', 'أَوْصَلَ']"
أوجى(الشيء),['أَبْعَدَه']
تجحفل,['تَجَمُّع']
إباء,"['أَنَفَة', 'عِزَّة']"
اختصر,"['أَوْجَزَ', 'قَلَّلَ']"
ائتمان,['ثِّقَة']
ائتمام,"['قَصْد', 'اِقْتِداء']"
عودة,"['رُجُوع', 'إِيَاب']"
أبلد,"['أَحْمَق', 'أَبْلَه']"
أبلخ,['مُتَكَبِّر']
إسدال,"['إِسْبَال', 'إِرْخَاء']"
ذلّل,"['رَوَّضَ', 'رَاضَى']"
خفي(الأمر),['اِسْتَتَرَ']
اهرورق(السّائل),['جَرَى']
بجد-بالمكان-,"['أَقَامَبِهِ', 'لَزِمَه']"
رعب,"['خَوف', 'فَزَع']"
بان,"['تَجَلَّى', 'ظَهَرَ']"
انصرف,"['اِرْعَوى', 'اِمْتَنَعَ']"
أمرغ (عرضه),"['دَنَسَ', 'لَطَّخَ', 'أَهَانَ']"
انصرم,['اِنْقَطَعَ']
قاعد,['جَالِس']
تناجز,"['تَقَاتَلَ', 'تَبَارَز']"
أنهأ(الأمر),['لَم يُتِمَّه']
ذو -البيان-,"['بَلِيغ', 'فَصِيح']"
أيسر,['أَسْهَل']
إكثار,"['إِمْجَاد', 'تَعْظِيم']"
تبقّى,['بَقِيَ']
افتئال,['تَفَائُل']
تكشّف,"['ظُهُور', 'اِفْتِضَاح']"
ثمل,['سَكْرَان']
رجن,['أَقَامَ']
ذاب,['اِنْمَاع']
زرّاع,['حَرَّاث']
لاطف(ه),['آنَسَه']
باع,"['بُوع', 'عَظْممن الرِّجل']"
استل,"['اَمْتَسَحَالسيف من غمده', 'اِنْتَزَعَ', 'سَحِبَ']"
باش,['رَئِيس']
تجويع,['تَغْرِيث']
باس,"['قَبَّلَ', 'خَشُنَ']"
بار,"['خَالِق', 'نَاحِت']"
باتّ,"['قَاطِع', 'مَهْزُول', 'ضَعِيف']"
آفل,['غَائِب']
باح,"['أَظْهَرَ', 'كَشَفَ']"
رعى,"['حَفِظَ', 'صَانَ']"
تفردّ,['اِنْفَرَدَ']
أتعب(ها),"['أَنْضَلَالدَّابَّة', 'هَزَّلَها', 'أَضْعَفَها']"
رعن,"['حَمُقَ', 'غَبِيَ']"
اكتنع(القوم),['اِجْتَمَعَ']
ناول,"['أَعْطَى', 'وَهَبَ']"
أمهل,"['أَنْظَرَ', 'َأَجَّلَ']"
أمهن,"['أَضْعَفَ', 'اِسْتَخْدَمَ']"
انطمس,"['اِمَّحَى', 'زَالَ']"
بصع(الشيء),['جَمَعَه']
خليل,"['صَدِيق', 'وَفِيّ']"
تسريح,"['سَرَاح', 'تَحْرِير']"
خليق,"['حَقِيق', 'جَدِير', 'حَرِيص']"
شان,"['عَابَ', 'شَوَّهَ', 'قَبَّحَ']"
ذو سطوة,"['بَاطِش', 'قَوِيّ']"
انفضّ(القوم),['تَفَرَّقَالقَومُ']
دنا,['قَرُبَ']
دنؤ,"['سَفُهَ', 'جَهِلَ', 'حَقُرَ']"
دنس,"['شَائِب', 'وَسَخ']"
خليع,"['بَالِي', 'خَلْق']"
لين(ه),"['رَخَاءُه', 'سِعَةه']"
سعار,"['حَرّالنار', 'شِدَّةجُوع', 'شِدَّةعَطَش']"
شؤم,"['شَرّ', 'نَحْس']"
سيادة,"['سُؤْدَد', 'مَجْد', 'شَرَف']"
إعطاء(إكراما),['إِهْدَاء']
كفر,"['جُحُود', 'إِنْكَار']"
تسرع,['إِسْرَاع']
نوى,"['تَعَزَّمَ', 'صَمَّمَ']"
تعيّا,['أَعْجَزَ']
عيب,"['سَوْآء', 'خِلّة', 'قَبِيحَة']"
حسود,['حَاسِد']
زّوال,"['اِنْفِرَاج', 'اِتِّسَاع', 'اِنْكِشَاف']"
دحر,"['طَرْد', 'إبْعَاد', 'دَفْع']"
تنحّي,"['زَحْل', 'اِبْتِعَاد', 'زَوَال']"
تنحّى,"['زَحَلَ', 'اِبْتَعَدَ']"
وفاء,['إِخْلاص']
جميع,['كُلّ']
ضبط,"['حَزَمَ', 'أَحْكَمَ']"
أبابيد( من الطير),"['مُتَفَرِّقَة', 'مُتَشَتِّتَة']"
إسكات,"['تَبْكِيت', 'تَوْبِيخ']"
تنزيل,['إِنْزَال']
تنزيه,['تَقْدِيس']
إمحال,"['إِجْدَاب', 'يَبَاس']"
تخلّص-منه-,"['نَجَا', 'اِنْفَصَلَ']"
تحمّق,"['تَمَتَّهَ', 'تَحَيَّرَ', 'اِخْتَالَ']"
دحي,['بَسَطَ']
دحى,['بَسَطَ']
بطولة,['شَجَاعَة']
تحمّل,"['تَكَلُّف', 'تَصَنُّع']"
فاخر,['بَاهِرَ']
تخفيض الحرارة,['تَبْرِيد']
امتلاك,"['اِحْتِوَاء', 'حِيَازَة']"
اعتماد على الغير,['اِتِكال']
انجلاء,['اِنْكِشَاف']
تطلّب,['تَلَمَّسَ']
أكبر(ه),['عَظَمَه']
شاغر,['خَالِي']
قاتل(العدوّ),"['جَاهَدَ', 'بَذَلَوُسْعَهُ']"
أرض بور,['بُرْضَة']
تسمّع,"['تَحَسُّس', 'تَطَلُّب', 'تَبَصُّر']"
رأى,"['بَصُرَ', 'نَظَرَ']"
تسلية,['تَلْهِيَة']
انكفاء-عن الشيء-,"['مَيْلٌإِلَيْهِ', 'اِنْحَنَاءٌعَلَيهِ']"
ميل-إليه-,"['اِنْكِفَاءٌعن الشيء', 'اِنْحَنَاءٌعَلَيهِ']"
روح,"['رَاحَة', 'رَحْمَة', 'فَرَح']"
تأدّب,"['تَثْقِّيف', 'تَهَذُّب', 'تَعَلُّم']"
خلاف,"['اِخْتَلاَف', 'مُخَالَفَة', 'مُضَادَّة']"
جرأة,"['شَجَاعَة', 'إِقْدَام']"
ضعفاء,['أَوْزَاغ']
مرور,"['ذَهَاب', 'مُضِيّ']"
ملّس,['زَلَّخ']
تسمّى,['تَكَنَّى']
تسمّي,['تَكَنِّي']
شيخوخة,"['تَبْدِين', 'ضَخَامَة', 'سمَانَة']"
حوّل,"['نَقَلَ', 'أَزَالَ']"
حوّم,"['حَلَّقَ', 'اِرْتَفَعَ', 'اِسْتَدَارفي السَمَاءِ']"
تجمّل,"['تَزَيَّنَ', 'تَصَبَّرَ']"
رأب,['أَصْلَحَ']
ساء(خلقه),['أَفْظَى']
قلّ-نشاطه-,"['بَلُدَ', 'قَلَّذَكَائُه', 'خَضَعَ']"
مانع,"['زَاجِر', 'كَافّ', 'نَاهِي']"
خفت,"['خَفَضَ', 'أَخْفَى']"
تقديم,"['تَقْرِيب', 'تَسْبِيق']"
بوّر(الأرض),['تَرَكَهامن دُون زَرع']
خفض,"['خُفُوت', 'إِخْفَاء', 'ضُعْف']"
ألحّ(في سؤاله),['أَلْحَفَالسائِلُ']
زنق,['قَتَّرَ']
دميم,"['بَشِع', 'قَبِيح']"
زّهو,['اِفْتِخَاربالنَفْس']
أبشر,"['فَرِحَ', 'سُرَّ']"
استعدّ,"['تَحَضَّرَ', 'تَهَيَّأَ', 'تَجَهَّزَ']"
تآصر(القوم),['تَجَاوَرَوا']
عاطل-عن العمل-,"['بَطّال', 'شُجَاع']"
زنة,['وَزن']
خفق,"['اِضْطَرَبَ', 'تَحَرَّكَ']"
عدم  التعمق,"['إِلْمَام', 'مَعْرِفَة', 'إِصَابة']"
التوى,"['جَعُدَ', 'تَقَبَّضَ']"
ناقص,['بَخْس']
تقديس,['تَنْزِيه']
خفي,['اِسْتَتَرَ']
عالي-القدر-,['سَنِيم']
